104661	1
112752	1
108151	1
106010	1
100454	0
108615	1
109361	0
107843	0
111709	0
107227	0
105753	1
110909	0
103350	1
100744	1
105840	0
103129	1
113033	1
104397	1
101374	1
111445	1
104450	1
103406	0
101897	0
101685	0
105658	1
107042	0
103944	0
104281	0
105765	0
104569	0
108755	0
106935	1
104565	0
105612	1
104699	0
104611	0
110733	1
107349	1
111699	1
112249	0
101956	0
102711	0
104933	0
108476	0
104294	0
106602	1
100603	0
112035	0
105071	1
103477	0
109214	1
110787	1
106401	0
101247	1
109895	0
111103	0
107400	1
109383	1
112808	1
111367	0
103365	0
101707	1
111286	0
105896	1
112215	1
112440	1
105777	0
103694	1
103965	0
104559	0
101600	0
105122	1
101683	1
112580	1
108610	1
102876	1
102091	0
107420	0
111166	0
103898	1
100699	0
101149	1
100269	1
108289	1
110313	0
100951	1
111867	0
112082	0
105470	1
108556	0
112720	1
103851	0
112761	1
107124	0
103558	1
111206	1
104800	0
108344	0
107604	1
108979	0
109074	0
111784	1
107300	0
112491	0
108987	1
105908	0
106983	1
103384	0
102441	1
104501	0
111708	1
106801	1
108228	1
107718	0
100852	1
109695	0
107366	1
107939	1
106939	0
106397	0
111955	0
102584	0
110085	0
108806	1
105281	0
101800	0
108690	0
105478	0
104751	1
112219	1
107749	1
106389	0
109130	0
104812	0
101381	0
107668	1
111730	1
103684	0
103645	0
100758	1
100439	1
111460	1
102420	0
102024	0
103267	0
108549	1
103036	0
110434	1
102635	1
108858	0
108266	1
107706	0
104990	1
105903	1
102287	1
105793	0
111369	1
108925	0
102267	0
106951	0
110504	0
110333	0
107043	1
105842	1
107264	1
104553	0
100990	1
110839	1
111479	1
102042	0
112635	0
107336	1
106934	0
104045	0
103749	1
112232	1
108062	0
111700	0
105630	0
109087	0
102591	0
102125	1
102169	0
104346	0
110729	0
112891	0
103383	1
105596	0
100523	1
112646	1
104973	0
104494	0
112702	0
109201	0
106435	1
103114	1
108656	0
111160	1
106074	1
102020	0
104594	1
107739	0
109618	0
107811	1
112566	1
104620	0
101561	1
109093	0
107073	1
104437	0
102325	0
101822	1
112758	1
100999	0
108265	0
104985	1
107473	0
103215	1
102751	1
108955	1
105294	1
108234	0
102960	1
100633	0
111389	0
102897	1
110946	0
100789	0
109577	0
105584	1
107142	1
110133	1
112165	1
110589	1
104824	1
109084	1
107131	0
111763	1
105520	0
101196	0
103563	0
110004	0
103662	0
112190	0
102759	0
103144	0
103253	1
104445	1
105585	1
104293	1
103459	0
108885	1
103777	0
111820	0
112461	0
104145	1
112158	0
106288	0
100455	0
104173	0
100595	1
101218	0
100564	0
112434	1
107490	1
105890	0
105201	1
108065	1
103046	1
102795	0
102022	0
104233	0
108456	1
106233	1
107347	0
106096	0
110373	1
102937	0
107160	0
100369	1
104313	0
100195	0
102737	0
103431	1
109027	0
105645	1
107246	1
107781	1
112207	0
106878	0
101761	0
105861	0
105854	1
104536	0
105324	1
105714	1
100514	0
103924	1
112229	0
103538	0
103186	0
107098	0
103946	0
100876	0
109840	1
110611	1
111116	1
102124	1
112147	0
111960	1
111870	0
101978	0
110372	0
100841	1
101854	0
101721	0
110936	0
100568	0
101603	1
108916	0
111913	1
106135	0
103691	1
101966	1
101303	0
108069	1
108044	0
103699	1
112830	1
112496	1
108440	0
105365	1
112776	1
102335	0
111983	0
108626	1
105377	0
105142	0
100703	0
110556	0
100177	0
104945	0
110722	1
112203	1
102138	0
103373	0
105678	1
110639	0
105444	0
102254	1
112339	1
101137	1
109494	1
108695	0
109321	0
107295	1
107269	0
108840	1
101478	1
112204	0
111557	1
110382	0
102256	0
105497	0
112565	1
112121	0
108422	1
109285	0
111047	0
107297	1
112260	0
107243	0
106910	1
102631	1
111715	1
101745	1
112384	1
108272	1
111342	1
111743	1
100885	1
112394	0
107564	0
111674	1
100373	1
106433	0
100846	0
107156	0
111402	1
102883	1
112747	1
107571	1
109379	1
104954	1
107074	0
111294	0
106311	1
106317	0
107703	1
106411	0
104262	0
109271	0
107988	0
103484	0
102464	0
104220	0
110473	1
105469	1
112259	1
111745	1
109721	0
104037	0
107049	1
109184	1
110345	0
108846	1
106556	1
112723	0
101203	0
111866	1
104986	0
107456	0
101638	0
107813	1
102884	0
100711	1
102178	1
104393	1
106678	0
109506	0
107429	0
103057	0
112846	1
110052	0
109099	1
111582	1
102016	0
109576	1
108486	1
105337	0
100500	1
111818	0
103963	1
106648	0
107938	1
107972	1
106629	0
110078	0
108739	0
109007	1
105168	1
105895	0
112796	1
101083	1
104976	1
101212	0
109121	0
106921	1
103473	0
102769	1
107080	0
101448	1
106262	1
102580	0
103701	1
111726	0
108748	0
105544	1
109534	1
108395	0
105206	0
101102	0
100366	1
108713	0
102676	0
109390	1
111534	1
112482	1
104731	0
105712	0
105970	0
102541	1
104230	1
105348	0
111980	0
108227	1
100636	1
111645	0
105639	0
105833	0
102648	0
103347	1
107123	0
106441	0
103368	1
101286	1
106352	0
104322	0
106132	1
110066	1
107299	0
100147	1
101485	0
100491	0
101467	0
110521	1
105682	0
111127	1
100029	1
105036	0
102149	1
110202	1
110555	1
100379	1
103554	1
111899	1
111767	1
110679	1
104054	1
101491	0
102842	0
111725	1
112178	1
110793	0
108767	1
105913	0
104865	0
101994	1
112975	0
104052	0
110544	0
111681	1
106417	1
100519	0
104371	1
106487	0
100375	1
112595	0
105054	1
106813	1
112829	1
101663	0
109429	0
102187	0
109182	1
108648	1
109975	0
102713	1
109425	0
110637	1
109737	0
101540	0
108401	0
111747	1
103413	1
112230	1
101129	1
103286	0
106781	1
111916	1
106887	0
102980	0
105621	1
107282	0
100415	1
105287	0
103199	0
112385	1
112177	0
108029	0
103579	1
100417	0
106754	1
112706	0
107629	0
105075	0
111851	1
111396	0
102528	1
108671	0
100735	1
112552	0
106765	0
110020	1
108216	0
110680	0
112596	1
103183	0
112743	1
109966	1
112803	0
111090	0
105936	1
103113	0
107012	0
103938	0
103646	0
101152	1
103536	0
103345	1
108169	1
107563	0
100212	0
108887	0
102992	0
104329	0
104692	0
111760	0
111199	0
101634	1
112427	0
105757	1
111452	1
108796	1
108567	1
103790	0
101421	0
108279	0
106302	1
104246	1
110321	1
102276	1
103891	0
105954	0
111374	1
103074	0
109161	1
108220	0
100020	0
103430	0
102686	1
107976	0
108627	0
106347	1
106544	0
111039	0
101577	0
102748	1
107908	1
102660	0
104869	1
104087	0
108244	0
110263	1
100258	1
102766	0
106742	1
109762	1
101216	1
105848	0
101532	1
109190	0
112331	1
111484	0
106220	1
112027	1
101714	0
109167	0
106367	1
103363	0
105943	0
100131	0
105809	1
101579	1
101236	1
104709	1
107946	1
112669	1
100468	0
110961	1
104837	1
112366	0
105369	0
107617	0
100860	1
100278	0
103521	0
105072	1
109627	1
108142	1
111432	1
111665	1
108238	1
103702	0
110571	0
112335	0
111926	0
111641	1
107966	1
100601	0
103904	1
107545	1
102395	1
103482	1
105632	1
110352	1
112125	1
109032	1
110952	0
111155	1
102871	0
101479	1
109687	0
110248	1
104882	0
109691	1
102536	1
110287	1
112673	0
105654	0
103232	0
101085	0
109876	0
105256	1
111964	0
112757	1
108914	0
105013	0
106170	1
108288	0
104472	1
106440	1
106066	1
108027	0
106480	0
111446	1
104386	1
103396	0
104727	0
108672	0
112408	1
107117	1
112205	0
102371	0
109636	1
107705	1
111951	1
106871	0
113010	0
110357	1
102037	0
109457	1
105147	1
110285	1
101568	0
107138	0
106407	0
104881	0
104066	0
112255	1
112751	0
110128	0
101339	1
108802	1
112375	0
104644	1
103518	1
109882	1
100536	0
112152	0
105717	0
108255	0
104886	1
102794	0
105499	0
101282	0
106320	1
101352	0
112957	0
103971	0
108350	1
102057	1
103355	0
105498	0
101850	0
104496	1
106947	1
104221	1
102068	1
103556	0
103485	0
112737	0
102047	0
108316	0
111223	1
104563	1
100230	0
104319	1
101143	1
102654	0
112988	0
104068	0
103076	1
109094	0
110179	0
112895	1
102877	0
102771	1
102456	1
110866	1
108526	1
103093	0
104247	0
112734	0
105117	0
107158	1
105655	1
111079	1
110616	0
102693	1
109728	0
112250	1
103217	1
110514	0
105629	1
107468	0
100033	1
104169	0
110276	0
102983	0
110903	0
101578	0
100747	1
110299	0
109516	0
107763	1
106121	0
104244	1
108215	0
109088	1
112682	1
110417	1
104489	1
104545	1
111992	0
105723	1
112683	0
108147	1
104140	1
111610	0
110875	0
106743	0
110199	0
106842	1
108447	0
104358	1
110320	1
102586	0
106990	1
109572	1
108160	1
103007	0
104788	1
106414	0
107640	0
109831	1
101032	1
104600	0
109560	0
104072	0
101127	1
106217	0
108650	1
110934	1
101405	0
110696	0
109642	0
108021	1
106745	0
102362	0
105952	0
112653	0
102873	0
102765	0
101401	0
101412	0
111375	0
103312	0
103732	0
101159	1
101815	1
104214	1
102332	1
103858	0
103150	0
103928	1
108994	0
107190	1
101513	1
100668	0
102026	1
109704	0
108603	0
103281	0
111829	0
101553	0
102412	1
100717	0
105208	1
111670	1
105967	0
101955	0
100887	1
104858	1
101809	0
105963	0
106229	0
106901	0
111176	0
111371	0
105680	1
106069	0
104543	1
102641	0
107641	0
111088	1
107928	0
101291	0
111936	0
106017	0
108890	0
101094	1
102015	1
112049	0
101524	1
103585	1
105125	1
106540	0
100067	0
101806	1
107556	1
112794	1
104337	0
106505	1
112741	1
101576	1
102338	1
110051	0
106304	0
112185	1
101645	1
113020	0
102478	1
107159	1
106244	1
111242	0
102086	1
103440	0
112567	0
102078	0
111361	0
104632	0
112531	0
106722	1
105319	1
108975	0
106853	0
102496	1
101996	0
104753	0
101081	0
104253	0
104438	1
105526	1
106113	1
105610	0
106323	0
112077	1
105849	1
109559	1
101060	1
103606	0
110026	0
103064	0
104166	0
110422	0
111231	1
107523	0
103835	1
112359	1
107319	1
109412	0
103012	1
108420	1
105706	1
112778	1
108133	1
108495	1
108986	1
110530	0
100874	0
112952	0
106928	1
105964	1
105594	0
112403	1
106194	0
104890	1
112968	0
100637	1
111630	0
100380	0
103269	0
104635	0
108894	0
111269	0
108126	1
103876	1
104797	1
111597	0
102096	1
111214	0
110964	0
100089	1
112318	1
112872	0
105626	1
107720	1
110270	1
106162	0
104134	0
103856	1
109567	1
107187	1
103324	0
104790	0
100335	1
103143	0
106318	1
112925	1
111739	0
104190	1
109822	1
108463	1
105501	0
106026	1
108080	1
112577	1
107507	0
104058	0
108088	0
103321	0
108539	1
112888	1
101949	1
111857	1
100954	1
101566	1
109472	0
111570	0
113026	1
112660	1
104465	1
104046	1
101962	1
110763	0
108782	0
101161	0
109583	0
105152	1
104832	0
107694	0
103254	0
109983	0
102680	0
104458	1
107150	0
110041	0
100066	0
102236	1
109859	0
101928	1
102573	1
111796	0
103142	1
106479	1
109071	1
109355	0
101536	1
106222	1
104633	1
107653	1
100188	0
112879	0
102204	0
101908	1
107240	1
102911	0
108083	1
111059	1
110454	0
111797	0
109114	0
110162	0
101165	0
107085	1
105029	1
102700	1
110233	1
100025	0
100427	1
100980	0
102221	1
113024	1
102442	0
106151	1
102470	1
111545	0
110255	1
111241	0
105275	1
110069	0
103690	0
106321	0
100915	1
109677	1
104086	0
109441	1
105816	1
104920	0
109119	0
111215	1
103968	0
107783	0
100892	1
100438	0
108630	1
104309	0
111942	1
104810	0
105933	1
108496	1
112634	1
102655	1
111847	0
109171	0
105784	1
104929	0
111118	0
110281	0
109226	0
104243	1
103224	1
111217	1
109493	1
103590	0
110538	1
111712	0
102546	1
112443	1
106713	0
105915	0
105798	1
105987	0
104943	0
104966	1
112864	1
102920	0
101870	0
101758	1
101168	0
100027	0
103830	1
107208	0
112062	1
105325	1
104019	0
100046	0
107076	0
109657	1
109041	1
109886	0
111686	0
106818	1
109984	0
111688	1
111345	1
104588	0
109395	1
102434	1
108849	0
108590	0
103320	1
102238	1
112471	0
107346	0
107416	1
106263	1
109124	1
108634	0
109798	1
106131	1
111102	0
109353	0
110774	1
110218	1
108499	1
105676	1
103505	0
111335	0
106500	0
101188	1
110759	1
100270	1
102855	0
108771	1
112999	0
106138	1
108547	1
107743	0
100643	0
102930	1
109914	0
109025	1
102895	1
106049	0
112481	1
105202	1
108951	1
112834	0
109129	0
108942	0
111069	1
103331	0
104839	0
103040	1
101819	1
103948	0
102850	0
110752	0
104509	0
112157	0
110070	0
104441	0
108931	1
107072	1
100280	0
101594	0
103869	1
104406	1
107143	1
106816	0
108000	0
103513	1
105530	1
107019	0
107525	0
105008	1
101834	1
111594	1
104670	1
103439	0
101263	1
103889	1
100108	0
111576	1
107930	0
104167	0
101307	0
111627	0
101699	0
109101	1
103878	0
100133	0
108947	0
104187	0
100042	0
106221	0
106532	1
111078	1
107279	1
107399	0
108280	1
104003	0
110888	0
100652	0
112407	1
110580	0
101133	0
104492	0
109364	1
109908	1
100993	1
104493	0
104589	0
112852	0
102844	1
107232	0
101737	0
109228	1
105447	1
112735	0
100815	1
110409	1
108901	1
100362	0
103763	0
106870	1
101176	1
106048	1
112662	1
100575	0
111440	0
102730	0
109967	0
101736	0
101128	0
106732	1
107287	1
106015	0
106995	1
103333	0
112072	0
101954	0
112420	0
103352	1
110028	0
108181	1
109350	0
109492	0
112606	0
101543	0
102583	0
104625	1
101907	0
105438	1
105702	0
109288	1
100391	0
109911	0
110259	0
111195	0
109551	0
112043	1
104750	0
108546	0
106110	1
100300	1
100011	0
102732	1
112990	0
103578	0
100665	0
101592	0
103826	0
103729	1
101013	0
112569	1
111343	1
109371	1
109532	1
104999	0
111259	1
112172	0
103173	1
112146	1
109749	1
111025	1
102499	0
110551	0
104795	0
109973	1
101289	0
100979	1
108573	0
109191	0
110295	1
109280	1
110445	0
109553	1
101074	0
101373	1
107695	1
102778	1
111702	1
111385	1
101643	0
105016	0
110675	1
102537	0
105076	1
105254	1
108122	0
101489	1
103090	1
106172	1
110330	1
111424	0
105331	0
107722	1
107798	0
107390	1
111020	0
108932	0
